ClinVar_ID,Position,distance_to_enhancer,distance_to_ctcf,conservation_score,cadd_score,log_distance_to_enhancer,log_distance_to_ctcf,within_1kb_enhancer,within_5kb_enhancer,label,archcode_ssim,vep_score
VCV000991115,5225655,613,20676,10.2,10.2,6.419994928147142,9.93677725040077,1,1,0,1.0,0.05
VCV000981076,5225825,443,20846,,,6.095824562432225,9.944965331982438,1,1,0,1.0,0.1
VCV000981074,5225924,344,20945,0.0,0.0,5.84354441703136,9.949702976333091,1,1,0,1.0,0.1
VCV000933190,5227001,733,22022,0.0,0.0,6.598509028614515,9.99984264077889,1,1,0,1.0,0.05
VCV000929231,5225807,461,20828,5.0,5.0,6.135564891081739,9.944101525421383,1,1,0,1.0,0.1
VCV000929230,5226568,300,21589,0.2,0.2,5.707110264748875,9.979985523508853,1,1,0,1.0,0.05
VCV000928760,5226935,667,21956,11.6,11.6,6.504288173536645,9.996841274269336,1,1,0,1.0,0.05
VCV000928759,5226775,507,21796,6.8,6.8,6.230481447578482,9.989527624628513,1,1,0,1.0,0.76
VCV000917608,5225691,577,20712,1.0,1.0,6.359573868672378,9.938516801455522,1,1,0,1.0,0.05
VCV000869354,5226322,54,21343,3.8,3.8,4.007333185232471,9.96852594871535,1,1,0,1.0,0.15
VCV000869330,5227540,1272,22561,0.1,0.1,7.149131598557407,10.024022354164865,0,1,0,0.9999,0.2
VCV000869329,5227411,1143,22432,0.2,0.2,7.042286171939743,10.018288368013305,0,1,0,0.9999,0.1
VCV000869257,5227056,788,22077,15.6,15.6,6.670766320845874,10.002336916578297,1,1,0,0.9996,0.1
VCV000869245,5226917,649,21938,1.3,1.3,6.476972362889683,9.996021153939061,1,1,0,1.0,0.1
VCV000869238,5225998,270,21019,0.5,0.5,5.602118820879701,9.953229644430943,1,1,0,1.0,0.1
VCV000869237,5225934,334,20955,0.7,0.7,5.814130531825066,9.95018028052811,1,1,0,1.0,0.1
VCV000830005,5226095,173,21116,0.6,0.6,5.159055299214529,9.957833682276242,1,1,0,1.0,0.1
VCV000811029,5225754,514,20775,4.4,4.4,6.244166900663736,9.941553753342584,1,1,0,1.0,0.1
VCV000801188,5225864,404,20885,0.1,0.1,6.003887067106539,9.946834357039494,1,1,0,1.0,0.1
VCV000800025,5226452,184,21473,1.6,1.6,5.220355825078324,9.97459817999408,1,1,0,1.0,0.15
VCV000799593,5225762,506,20783,0.7,0.7,6.2285110035911835,9.94193873891038,1,1,0,1.0,0.1
VCV000799058,5226727,459,21748,2.1,2.1,6.131226489483141,9.98732305844836,1,1,0,1.0,0.9
VCV000798809,5226156,112,21177,1.2,1.2,4.727387818712341,9.9607181859904,1,1,0,1.0,0.1
VCV000798571,5226215,53,21236,0.4,0.4,3.9889840465642745,9.963500222442299,1,1,0,1.0,0.1
VCV000798416,5225943,325,20964,0.1,0.1,5.786897381366708,9.950609659604863,1,1,0,1.0,0.1
VCV000797803,5225903,365,20924,1.2,1.2,5.902633333401366,9.948699895357676,1,1,0,1.0,0.1
VCV000797671,5226305,37,21326,6.6,6.6,3.6375861597263857,9.967729154597594,1,1,0,1.0,0.15
VCV000797670,5226435,167,21456,2.2,2.2,5.123963979403259,9.973806211445082,1,1,0,1.0,0.15
VCV000797626,5226421,153,21442,5.2,5.2,5.0369526024136295,9.973153530769231,1,1,0,1.0,0.15
VCV000797051,5225821,447,20842,0.8,0.8,6.104793232414985,9.94477343944167,1,1,0,1.0,0.1
VCV000796911,5225846,422,20867,0.9,0.9,6.0473721790462776,9.945972164142283,1,1,0,1.0,0.1
VCV000796462,5226839,571,21860,9.7,9.7,6.349138991379798,9.992459506338392,1,1,0,1.0,0.1
VCV000796407,5226067,201,21088,0.0,0.0,5.308267697401205,9.956506856511764,1,1,0,1.0,0.1
VCV000796185,5226459,191,21480,1.5,1.5,5.2574953720277815,9.974924102473977,1,1,0,1.0,0.15
VCV000796030,5226372,104,21393,1.3,1.3,4.653960350157523,9.970865787866076,1,1,0,1.0,0.15
VCV000795422,5226445,177,21466,0.6,0.6,5.181783550292085,9.97427215125409,1,1,0,1.0,0.15
VCV000795403,5226497,229,21518,0.1,0.1,5.438079308923196,9.976691544794544,1,1,0,1.0,0.15
VCV000795281,5225998,270,21019,0.5,0.5,5.602118820879701,9.953229644430943,1,1,0,1.0,0.1
VCV000795005,5226817,549,21838,0.7,0.7,6.309918278226516,9.991452641264772,1,1,0,1.0,0.1
VCV000794722,5227010,742,22031,5.6,5.6,6.610696044717759,10.000251220968437,1,1,0,1.0,0.05
VCV000794095,5226245,23,21266,0.6,0.6,3.1780538303479458,9.964911854523127,1,1,0,1.0,0.1
VCV000793871,5225972,296,20993,2.2,2.2,5.6937321388027,9.951991961595743,1,1,0,1.0,0.1
VCV000793230,5225878,390,20899,5.9,5.9,5.968707559985366,9.947504437952903,1,1,0,1.0,0.1
VCV000793229,5225876,392,20897,0.1,0.1,5.973809611869261,9.947408739594056,1,1,0,1.0,0.1
VCV000793209,5226370,102,21391,0.5,0.5,4.634728988229636,9.970772299341725,1,1,0,1.0,0.15
VCV000793174,5225797,471,20818,0.2,0.2,6.156978985585555,9.943621310275773,1,1,0,1.0,0.1
VCV000792476,5225873,395,20894,0.7,0.7,5.981414211254481,9.947265174882016,1,1,0,1.0,0.1
VCV000774507,5226107,161,21128,1.0,1.0,5.087596335232384,9.95840178341352,1,1,0,1.0,0.1
VCV000766523,5226438,170,21459,1.3,1.3,5.14166355650266,9.973946016184689,1,1,0,1.0,0.15
VCV000766521,5226402,134,21423,0.7,0.7,4.90527477843843,9.972267067930954,1,1,0,1.0,0.15
VCV000766475,5226094,174,21115,0.9,0.9,5.1647859739235145,9.957786325943507,1,1,0,1.0,0.1
VCV000766099,5225768,500,20789,0.0,0.0,6.2166061010848646,9.942227380852058,1,1,0,1.0,0.1
VCV000766084,5226379,111,21400,,,4.718498871295094,9.97119292889014,1,1,0,1.0,0.15
VCV000765761,5226370,102,21391,,,4.634728988229636,9.970772299341725,1,1,0,1.0,0.15
VCV000765568,5226242,26,21263,0.8,0.8,3.295836866004329,9.964770780953026,1,1,0,1.0,0.1
VCV000765167,5226243,25,21264,1.0,1.0,3.258096538021482,9.964817807687734,1,1,0,1.0,0.1
VCV000764715,5226021,247,21042,0.1,0.1,5.5134287461649825,9.954323242238624,1,1,0,1.0,0.1
VCV000764666,5226507,239,21528,0.8,0.8,5.480638923341991,9.977156142461329,1,1,0,1.0,0.15
VCV000763829,5226269,1,21290,,,0.6931471805599453,9.966039727193092,1,1,0,1.0,0.1
VCV000763631,5226356,88,21377,0.8,0.8,4.48863636973214,9.97011763483389,1,1,0,1.0,0.15
VCV000763410,5226018,250,21039,,,5.5254529391317835,9.954180666851647,1,1,0,1.0,0.1
VCV000763383,5226374,106,21395,0.5,0.5,4.672828834461906,9.970959267651141,1,1,0,1.0,0.15
VCV000763094,5226562,294,21583,0.0,0.0,5.68697535633982,9.979707578447536,1,1,0,1.0,0.05
VCV000762977,5226200,68,21221,0.7,0.7,4.23410650459726,9.962793658433535,1,1,0,1.0,0.1
VCV000762836,5225640,628,20661,9.2,9.2,6.444131256700441,9.936051543409391,1,1,0,1.0,0.05
